EIN,"""form_year"":","""fiscalYearEnd"":","""form_type"":","""changeOfAccounting"":","""fs_contributions"":","""fs_program_service_revenue"":","""fs_other"":","""fs_miscellaneous"":","""ngla_revenue"":","""ngla_contrib_revenue"":","""ngla_grant_revenue"":","""ngla_prog_serv_revenue"":","""ngla_invest_revenue"":","""ngla_special_revenue"":","""ngla_sales_revenue"":","""ngla_other_revenue"":","""ngla_expense"":","""ngla_prog_expense"":","""ngla_admin_expense"":","""ngla_fund_expense"":","""ngla_net_gain_loss"":","""quick_ratio"":","""months_of_cash"":","""fringe_rate"":"
54-1626757,2016,2017,"""9""","""""",6322808.0,3672929.0,6530.0,13093.0,10015360.0,1810175.0,4512633.0,3672929.0,6530.0,0.0,0.0,13093.0,9324433.0,6833908.0,2490525.0,0.0,690927.0,2.8608654048124724,1.0464759499814296,0.20379412230128147
54-1626757,2017,2018,"""9""","""""",6000513.0,3945739.0,-3631.0,25446.0,9968067.0,1436162.0,4564351.0,3945739.0,-3631.0,0.0,0.0,25446.0,9539795.0,7194801.0,2344994.0,0.0,428272.0,3.6764528511791337,1.3894815191887735,0.20542492114488484
54-1626757,2018,2019,"""9""","""""",6062267.0,3664251.0,161.0,49899.0,9776578.0,1454799.0,4607468.0,3664251.0,161.0,0.0,0.0,49899.0,10315340.0,7765551.0,2549789.0,0.0,-538762.0,2.707543068852751,1.08786580252465,0.21353752713992824
54-1626757,2019,2020,"""9""","""""",6315976.0,4653002.0,145.0,80860.0,11049983.0,895623.0,5420353.0,4653002.0,145.0,0.0,0.0,80860.0,11045340.0,8597752.0,2447588.0,0.0,4643.0,1.7803773718406972,1.6605527007496215,0.21082281973380398
55-0627933,2008,2009,"""9""","""""",681360.0,3301792.0,122.0,1794.0,3985068.0,15112.0,666248.0,3301792.0,122.0,0.0,0.0,1794.0,4441311.0,3498988.0,938171.0,4152.0,-456243.0,0.32361664790573985,0.6143385016815252,0.1632704902258038
55-0627933,2009,2010,"""9""","""""",976081.0,3574842.0,1496.0,0.0,4552419.0,2589.0,973492.0,3574842.0,1496.0,0.0,0.0,0.0,4508810.0,3745033.0,763777.0,0.0,43609.0,0.32157372643042736,0.7185014822188434,0.18832714759911182
55-0627933,2010,2011,"""9""","""""",847783.0,3257621.0,1287.0,0.0,4106691.0,2106.0,845677.0,3257621.0,1287.0,0.0,0.0,0.0,3881152.0,3108194.0,772958.0,0.0,225539.0,0.3921936311106832,0.8496903017263171,0.19094152640367013
55-0627933,2011,2012,"""9""","""""",913391.0,3198175.0,857.0,0.0,4112423.0,2106.0,911285.0,3198175.0,857.0,0.0,0.0,0.0,3783864.0,3042364.0,741500.0,0.0,328559.0,0.48012352161183247,0.9466031100885253,0.17259070483272726
55-0627933,2012,2013,"""9""","""""",770539.0,3005881.0,687.0,0.0,3777107.0,0.0,770539.0,3005881.0,687.0,0.0,0.0,0.0,3743150.0,3044441.0,698709.0,0.0,33957.0,0.5623003906100543,1.4476143069450587,0.08515080169945094
55-0627933,2013,2014,"""9""","""""",765644.0,3034977.0,688.0,0.0,3801309.0,0.0,765644.0,3034977.0,688.0,0.0,0.0,0.0,3472092.0,2657200.0,814892.0,0.0,329217.0,0.8414819710246477,2.12766503226496,0.08860496789064655
55-0627933,2014,2015,"""9""","""""",902282.0,2692995.0,678.0,0.0,3595955.0,902282.0,0.0,2692995.0,678.0,0.0,0.0,0.0,3339685.0,2489301.0,850384.0,0.0,256270.0,1.1146019576937745,3.4567950679089603,0.10890550449918245
55-0627933,2015,2016,"""9""","""""",1158150.0,3146184.0,1127.0,0.0,4305461.0,1158150.0,0.0,3146184.0,1127.0,0.0,0.0,0.0,3701774.0,2871091.0,830683.0,0.0,603687.0,1.7177860926906976,5.061889452086784,0.09141945572364188
55-0627933,2016,2017,"""9""","""""",1173156.0,3253895.0,1698.0,0.0,4428749.0,0.0,1173156.0,3253895.0,1698.0,0.0,0.0,0.0,4124794.0,3042342.0,1082452.0,0.0,303955.0,1.8963187696609578,5.231441907610013,0.1183601640002413
55-0627933,2017,2018,"""9""","""""",1124159.0,2743663.0,2105.0,0.0,3869927.0,8155.0,1116004.0,2743663.0,2105.0,0.0,0.0,0.0,3803753.0,2998514.0,805239.0,0.0,66174.0,2.185860129350324,5.665042645805851,0.2894884564692151
55-0627933,2018,2019,"""9""","""""",1212000.0,2522544.0,3220.0,0.0,3737764.0,4230.0,1207770.0,2522544.0,3220.0,0.0,0.0,0.0,3915211.0,3192646.0,722565.0,0.0,-177447.0,2.0488473410507066,4.791914305023085,0.2411965675332081
55-0627933,2019,2020,"""9""","""""",1330988.0,2813845.0,8641.0,0.0,4153474.0,1925.0,1329063.0,2813845.0,8641.0,0.0,0.0,0.0,4688456.0,3458450.0,1230006.0,0.0,-534982.0,1.6654022538774063,2.873430827733796,0.2419720911456603
55-0627933,2020,2021,"""9""","""""",2073741.0,4052331.0,4348.0,0.0,6130420.0,53263.0,2020478.0,4052331.0,4348.0,0.0,0.0,0.0,4764929.0,3530791.0,1234138.0,0.0,1365491.0,3.199294164083632,6.094913988463123,0.23702295121488504
23-1686225,2008,2009,"""9""","""""",1763581.0,3610819.0,14623.0,0.0,5389023.0,2900.0,1760681.0,3610819.0,14623.0,0.0,0.0,0.0,5203598.0,4230136.0,973462.0,0.0,185425.0,1.7946342019729715,1.42332624434915,0.2372101108091937
23-1686225,2009,2010,"""9""","""""",2089740.0,3628819.0,2681.0,0.0,5721240.0,20595.0,2069145.0,3628819.0,2681.0,0.0,0.0,0.0,5547786.0,4368209.0,1179577.0,0.0,173454.0,1.3055820795825452,0.8901952903103175,0.2299656905192999
23-1686225,2010,2011,"""9""","""""",2566650.0,3472167.0,4208.0,84195.0,6127220.0,178435.0,2388215.0,3472167.0,4208.0,0.0,0.0,84195.0,5955480.0,4729792.0,1225688.0,0.0,171740.0,1.0563848894833618,1.2144632049721853,0.26241977679293
23-1686225,2011,2012,"""9""","""""",2279251.0,4136565.0,28137.0,392923.0,6836876.0,145049.0,2134202.0,4136565.0,28137.0,0.0,0.0,392923.0,7620924.0,6437398.0,1183526.0,0.0,-784048.0,0.14280690248646824,1.2499944717718012,0.2507017517880677
23-1686225,2012,2013,"""9""","""""",2165950.0,4197147.0,105960.0,618907.0,7087964.0,119978.0,2045972.0,4197147.0,105960.0,0.0,0.0,618907.0,7134465.0,5953044.0,1181421.0,0.0,-46501.0,0.1437938912257794,1.187624922543199,0.2810894607594238
23-1686225,2013,2014,"""9""","""""",5716473.0,3551553.0,107602.0,273018.0,9648646.0,118164.0,5598309.0,3551553.0,107602.0,0.0,0.0,273018.0,8095422.0,6641800.0,1453622.0,0.0,1553224.0,0.07984728898051108,0.19929044199081705,0.24458509084062105
23-1686225,2014,2015,"""9""","""""",2500821.0,3906875.0,101768.0,181731.0,6691195.0,500.0,2500321.0,3906875.0,101768.0,0.0,0.0,181731.0,7970887.0,6280478.0,1690409.0,0.0,-1279692.0,0.0767139690841421,0.27207669363051246,0.26906324641657037
23-1686225,2015,2016,"""9""","""""",3150528.0,4762880.0,101566.0,165507.0,8180481.0,650.0,3149878.0,4762880.0,101566.0,0.0,0.0,165507.0,8094605.0,6241538.0,1853067.0,0.0,85876.0,0.06602567084189818,0.12822075103367161,0.2460061696775727
23-1686225,2016,2017,"""9""","""""",3543193.0,7006863.0,101637.0,184344.0,10836037.0,0.0,3543193.0,7006863.0,101637.0,0.0,0.0,184344.0,9746787.0,7668536.0,2078251.0,0.0,1089250.0,0.11993699532304183,0.10464032565294952,0.25330315934277553
23-1686225,2017,2018,"""9""","""""",3265098.0,9249077.0,62062.0,79638.0,12655875.0,0.0,3265098.0,9249077.0,101637.0,-39575.0,0.0,79638.0,10446744.0,8105701.0,2341043.0,0.0,2209131.0,0.33974000183902947,3.379492248078369,0.2581140041762413
23-1686225,2018,2019,"""9""","""""",3743406.0,8692410.0,70805.0,0.0,12506621.0,206316.0,3537090.0,8692410.0,70805.0,0.0,0.0,0.0,13574545.0,8261002.0,5313543.0,0.0,-1067924.0,0.4151724944491616,2.731533422460598,0.23562816369076633
23-1686225,2019,2020,"""9""","""""",4682226.0,12991012.0,10304.0,0.0,17683542.0,114745.0,4567481.0,12991012.0,10304.0,0.0,0.0,0.0,15249031.0,9543830.0,5705201.0,0.0,2434511.0,0.7388828544473406,4.275817707175313,0.21738516012128803
54-1282624,2008,2008,"""9""","""""",1882545.0,3171782.0,14494.0,14835.0,5083656.0,1882545.0,0.0,3171782.0,14494.0,0.0,0.0,14835.0,5022476.0,3136695.0,1885781.0,0.0,61180.0,1.740020595884314,2.671703531931565,0.18346471554353114
54-1282624,2009,2009,"""9""","""""",2273506.0,3255846.0,13017.0,62676.0,5605045.0,217748.0,2055758.0,3255846.0,13017.0,0.0,0.0,62676.0,5294831.0,3319798.0,1975033.0,0.0,310214.0,2.116882156333407,2.9923545443999697,0.19201342206362706
54-1282624,2010,2010,"""9""","""""",2439581.0,3556517.0,3339.0,45097.0,6044534.0,281191.0,2158390.0,3556517.0,3339.0,0.0,0.0,45097.0,5757084.0,3686248.0,2070836.0,0.0,287450.0,2.3824858285890893,3.2205961021839347,0.1881034317215442
54-1282624,2011,2011,"""9""","""""",3304624.0,4049253.0,964.0,48753.0,7403594.0,1258005.0,2046619.0,4049253.0,964.0,0.0,0.0,48753.0,6804512.0,4482478.0,2322034.0,0.0,599082.0,2.534018769973826,0.7643438773229252,0.19411630991543372
54-1282624,2012,2012,"""9""","""""",2921853.0,4060068.0,519.0,75601.0,7058041.0,787977.0,2133876.0,4060068.0,519.0,0.0,0.0,75601.0,7350420.0,4665611.0,2684809.0,0.0,-292379.0,1.7948250715128309,0.4849795201889152,0.20466919168991046
54-1282624,2013,2013,"""X""","""N""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54-1282624,2014,2014,"""9""","""""",3178098.0,3843692.0,185.0,44192.0,7066167.0,1218098.0,1960000.0,3843692.0,185.0,0.0,0.0,44192.0,7138382.0,4706692.0,2431690.0,0.0,-72215.0,3.133700588103923,0.4904461382584913,0.1949574631810181
54-1282624,2015,2015,"""9""","""""",3476959.0,4212982.0,160.0,36728.0,7726829.0,1118459.0,2358500.0,4212982.0,160.0,0.0,0.0,36728.0,7101889.0,4708373.0,2393516.0,0.0,624940.0,6.864049440713333,1.5621782115763214,0.1977993243329305
54-1282624,2016,2016,"""9""","""""",3797963.0,3561105.0,187.0,62112.0,7421367.0,975963.0,2822000.0,3561105.0,187.0,0.0,0.0,62112.0,7047763.0,4511346.0,2536417.0,0.0,373604.0,2.4279407390977785,3.343916762402258,0.20297923947133178
54-1282624,2017,2017,"""9""","""""",3694852.0,4458688.0,682.0,53312.0,8207534.0,988244.0,2706608.0,4458688.0,682.0,0.0,0.0,53312.0,7372637.0,4824387.0,2548250.0,0.0,834897.0,3.906527014560186,4.623092017930859,0.2303194916195565
54-1282624,2018,2018,"""9""","""""",3400423.0,4830355.0,1319.0,56692.0,8288789.0,775423.0,2625000.0,4830355.0,1319.0,0.0,0.0,56692.0,8021606.0,5415754.0,2605852.0,0.0,267183.0,6.142575383963791,4.507899758790896,0.2165884800557322
54-1282624,2019,2019,"""9""","""""",2836373.0,6244272.0,1281.0,172964.0,9254890.0,191373.0,2645000.0,6244272.0,1281.0,0.0,0.0,172964.0,8891833.0,5796175.0,3095658.0,0.0,363057.0,9.203911456762912,4.151129785391674,0.21986465510356135
54-1282624,2020,2020,"""9""","""""",4262039.0,5610557.0,1530.0,139935.0,10014061.0,97322.0,4164717.0,5610557.0,1530.0,0.0,0.0,139935.0,9172477.0,6119602.0,3052875.0,0.0,841584.0,9.271239142043136,5.965932774061212,0.22680335294381304
55-0629032,2008,2008,"""9""","""""",1668718.0,14124928.0,6909.0,158791.0,15959346.0,67940.0,1600778.0,14124928.0,6909.0,0.0,0.0,158791.0,15883321.0,13604548.0,2278773.0,0.0,76025.0,0.7560354103432458,0.21425921658669594,0.1320230496867966
55-0629032,2009,2009,"""9""","""""",2051730.0,13778338.0,14656.0,156466.0,16001190.0,63591.0,1988139.0,13778338.0,14656.0,0.0,0.0,156466.0,15899463.0,13625468.0,2273995.0,0.0,101727.0,0.7855450560057023,0.59613230503131,0.12967555345193746
55-0629032,2010,2010,"""9""","""""",1936882.0,14478148.0,17855.0,141732.0,16574617.0,25991.0,1910891.0,14478148.0,17855.0,0.0,0.0,141732.0,16241681.0,13976357.0,2265324.0,0.0,332936.0,0.8628242830392081,0.514306489176635,0.14190003395374745
55-0629032,2011,2011,"""9""","""""",1723695.0,15246541.0,14637.0,146759.0,17131632.0,99046.0,1624649.0,15246541.0,14637.0,0.0,0.0,146759.0,17082525.0,14645853.0,2436672.0,0.0,49107.0,0.8965099108649247,0.43182242865586146,0.14270992111447814
55-0629032,2012,2012,"""9""","""""",1622700.0,16633968.0,13927.0,266874.0,18537469.0,2011.0,1620689.0,16633968.0,13927.0,0.0,0.0,266874.0,18287652.0,15700842.0,2586810.0,0.0,249817.0,1.1422372635697196,0.522560063647588,0.14728846124293243
55-0629032,2013,2013,"""9""","""""",1688404.0,17539535.0,8684.0,184859.0,19421482.0,37207.0,1651197.0,17539535.0,8684.0,0.0,0.0,184859.0,19707984.0,16871452.0,2836532.0,0.0,-286502.0,1.0009956098413675,0.18938694496061517,0.14257314798457313
55-0629032,2014,2014,"""9""","""""",1775899.0,19071325.0,23111.0,366591.0,21236926.0,39874.0,1736025.0,19071325.0,10748.0,12363.0,0.0,366591.0,21307630.0,18143450.0,3164180.0,0.0,-70704.0,1.0269245792251165,0.3506842653577294,0.16610871253283835
55-0629032,2015,2015,"""9""","""""",2401448.0,18349480.0,27092.0,2024608.0,22802628.0,43590.0,2357858.0,18349480.0,12722.0,14370.0,0.0,2024608.0,23805904.0,19924424.0,3881480.0,0.0,-1003276.0,0.694635636581599,0.1636073353918378,0.1638474421011297
55-0629032,2016,2016,"""9""","""""",2913686.0,17859918.0,23428.0,2069077.0,22866109.0,49434.0,2864252.0,17859918.0,15450.0,7978.0,0.0,2069077.0,24234530.0,19975927.0,4258603.0,0.0,-1368421.0,0.6106384165949318,0.22139682010816344,0.1683739294819701
55-0629032,2017,2017,"""9""","""""",3323150.0,16473096.0,19894.0,2192742.0,22008882.0,32417.0,3290733.0,16473096.0,19894.0,0.0,0.0,2192742.0,23353671.0,19249857.0,4103814.0,0.0,-1344789.0,0.5239619142638978,0.3734177624310303,0.16131524528256982
55-0629032,2018,2018,"""9""","""""",2208510.0,18166202.0,17274.0,2245768.0,22637754.0,40675.0,2167835.0,18166202.0,17274.0,0.0,0.0,2245768.0,22694576.0,18706582.0,3987994.0,0.0,-56822.0,0.5594476734848869,0.30116372526804264,0.1629279922325863
55-0629032,2019,2019,"""9""","""""",3562342.0,18720600.0,-122385.0,2943669.0,25104226.0,61541.0,3500801.0,18720600.0,-122385.0,0.0,0.0,2943669.0,22991774.0,19199593.0,3792181.0,0.0,2112452.0,0.796462462731748,0.7744051926687984,0.18400706225629462
55-0599096,2008,2009,"""9""","""""",2932119.0,5584223.0,737.0,0.0,8517079.0,701368.0,2230751.0,5584223.0,737.0,0.0,0.0,0.0,8310782.0,7100449.0,1210333.0,0.0,206297.0,0.5303418753739024,0.2603333816686382,0.18196910648292647
55-0599096,2009,2010,"""9""","""""",3090326.0,6806627.0,632.0,0.0,9897585.0,750559.0,2339767.0,6806627.0,632.0,0.0,0.0,0.0,9853143.0,8480024.0,1373119.0,0.0,44442.0,0.65338703112425,0.46008584572414357,0.1727766087482741
55-0599096,2010,2011,"""9""","""""",4200040.0,8016193.0,212.0,0.0,12216445.0,1232528.0,2967512.0,8016193.0,212.0,0.0,0.0,0.0,11764118.0,10204912.0,1559206.0,0.0,452327.0,0.737060678578502,0.6357543576745331,0.2559932986818965
55-0599096,2011,2012,"""9""","""""",5784538.0,10437719.0,10233.0,0.0,16232490.0,2014496.0,3770042.0,10437719.0,10233.0,0.0,0.0,0.0,13982101.0,11594136.0,2387965.0,0.0,2250389.0,0.7340442149671454,1.4742575436110736,0.21757702795867484
55-0599096,2012,2013,"""9""","""""",5877126.0,10785140.0,995.0,0.0,16663261.0,1327109.0,4550017.0,10785140.0,995.0,0.0,0.0,0.0,15823120.0,13234389.0,2588731.0,0.0,840141.0,0.8000541467763527,0.8466771961538581,0.2043616366753061
55-0599096,2013,2014,"""9""","""""",5268758.0,12702848.0,19854.0,0.0,17991460.0,587016.0,4681742.0,12702848.0,19854.0,0.0,0.0,0.0,18030879.0,15096935.0,2933944.0,0.0,-39419.0,0.6507626386654247,0.6930765808866588,0.21842085622055918
55-0599096,2014,2015,"""9""","""""",3511296.0,20188451.0,430.0,0.0,23700177.0,477501.0,3033795.0,20188451.0,430.0,0.0,0.0,0.0,22571205.0,18778482.0,3792723.0,0.0,1128972.0,0.9091052403512377,0.8026807827261493,0.17120412768284965
55-0599096,2015,2016,"""9""","""""",5348117.0,21519921.0,2295.0,78475.0,26948808.0,770266.0,4577851.0,21519921.0,2295.0,0.0,0.0,78475.0,26778156.0,22860667.0,3917489.0,0.0,170652.0,0.7988411271893746,0.6029840574218761,0.16425792486649146
55-0599096,2016,2017,"""9""","""""",6063210.0,23026493.0,29161.0,0.0,29118864.0,473881.0,5589329.0,23026493.0,29161.0,0.0,0.0,0.0,29077147.0,21226129.0,7851018.0,0.0,41717.0,0.44423360912936105,0.4233759296660179,0.16692470385687583
55-0599096,2017,2018,"""9""","""""",5322083.0,26339369.0,6100.0,0.0,31667552.0,398094.0,4923989.0,26339369.0,6100.0,0.0,0.0,0.0,31780556.0,23147908.0,8632648.0,0.0,-113004.0,0.42522780740339133,0.42208535369821676,0.2031869764043821
55-0599096,2018,2019,"""9""","""""",5421359.0,30987939.0,4717.0,0.0,36414015.0,167886.0,5253473.0,30987939.0,4717.0,0.0,0.0,0.0,34528944.0,27189932.0,7339012.0,0.0,1885071.0,0.5680982671271039,0.7840066075504435,0.2012770730013535
55-0599096,2019,2020,"""9""","""""",8501917.0,34146962.0,3771.0,0.0,42652650.0,241576.0,8260341.0,34146962.0,3771.0,0.0,0.0,0.0,39583081.0,32235099.0,7347982.0,0.0,3069569.0,0.7855103751453452,3.292513239481133,0.18540992779856785
25-1490791,2008,2009,"""9""","""""",7188360.0,227648.0,10378.0,1224533.0,8650919.0,0.0,7188360.0,227648.0,10378.0,0.0,0.0,1224533.0,7394492.0,5886179.0,1508313.0,0.0,1256427.0,1.2946013373922312,1.20406435856258,0.10105798046578274
25-1490791,2009,2010,"""9""","""""",9593687.0,210196.0,153.0,618438.0,10422474.0,2350.0,9591337.0,210196.0,153.0,0.0,0.0,618438.0,8940880.0,7306373.0,1634507.0,0.0,1481594.0,1.417700429200094,0.9438983067857212,0.14685252149326972
25-1490791,2010,2011,"""9""","""""",10468319.0,212097.0,74.0,0.0,10680490.0,261145.0,10207174.0,212097.0,74.0,0.0,0.0,0.0,10639431.0,9041611.0,1596040.0,1780.0,41059.0,1.118632333378337,0.714966221984884,0.22221512112034084
25-1490791,2011,2012,"""9""","""""",2587122.0,8877253.0,14.0,0.0,11464389.0,9498.0,2577624.0,8877253.0,14.0,0.0,0.0,0.0,12065912.0,10345294.0,1720499.0,119.0,-601523.0,1.1106976531693207,0.07092537185396318,0.24684427074658688
25-1490791,2012,2013,"""9""","""""",1963362.0,7848086.0,3741.0,202690.0,10017879.0,28760.0,1934602.0,7848086.0,0.0,3741.0,0.0,202690.0,10828298.0,9143197.0,1685101.0,0.0,-810419.0,0.8337370135370261,0.1429403037256354,0.24614589141085927
25-1490791,2013,2014,"""9""","""""",2200033.0,8158688.0,3515.0,71703.0,10433939.0,897.0,2199136.0,8158688.0,0.0,3515.0,0.0,71703.0,10357718.0,8596896.0,1760822.0,0.0,76221.0,0.8334781412358236,0.000002377929956487845,0.2169735209701141
25-1490791,2014,2015,"""9""","""""",2489808.0,8545038.0,5447.0,283877.0,11324170.0,0.0,2489808.0,8545038.0,146.0,5301.0,0.0,283877.0,11210217.0,9315689.0,1894528.0,0.0,113953.0,0.7982375229331029,0.2123471828976537,0.24501973485232756
25-1490791,2015,2016,"""9""","""""",2674163.0,8151497.0,4585.0,183431.0,11013676.0,0.0,2674163.0,8151497.0,0.0,4585.0,0.0,183431.0,10683004.0,8684752.0,1998252.0,0.0,330672.0,1.124619454738214,0.8131594182396344,0.27375471635534904
25-1490791,2016,2017,"""9""","""""",2499434.0,8046098.0,4791.0,31369.0,10581692.0,0.0,2499434.0,8046098.0,0.0,4791.0,0.0,31369.0,10277402.0,8441935.0,1835467.0,0.0,304290.0,1.4815266885727518,0.8419308937675257,0.24486070844367466
25-1490791,2017,2018,"""9""","""""",2437979.0,7213045.0,2729.0,67138.0,9720891.0,0.0,2437979.0,7213045.0,227.0,2502.0,0.0,67138.0,9598344.0,7723085.0,1875259.0,0.0,122547.0,1.8512328198775765,1.4103958293288026,0.24473966883870277
25-1490791,2018,2019,"""9""","""""",2516501.0,7279759.0,3376.0,286079.0,10085715.0,0.0,2516501.0,7279759.0,0.0,3376.0,0.0,286079.0,10135895.0,8476548.0,1659347.0,0.0,-50180.0,1.9271030050695197,1.4053900595471307,0.23376117907640326
25-1490791,2019,2020,"""9""","""""",3439757.0,7161333.0,7411.0,224260.0,10832761.0,0.0,3439757.0,7161333.0,0.0,7411.0,0.0,224260.0,10701880.0,9198462.0,1503418.0,0.0,130881.0,1.422956837793644,2.2368428934179128,0.20430659801694093
52-1638592,2008,2009,"""9""","""""",6897553.0,34088891.0,522453.0,0.0,41508897.0,790847.0,6106706.0,34088891.0,520396.0,2057.0,0.0,0.0,34740720.0,30491470.0,4029584.0,219666.0,6768177.0,6.653820470668795,2.093620451270478,0.16469919934702648
52-1638592,2009,2010,"""9""","""""",6839916.0,36491345.0,440600.0,0.0,43771861.0,702058.0,6137858.0,36491345.0,431254.0,9346.0,0.0,0.0,38461769.0,33370332.0,4468184.0,623253.0,5310092.0,6.538863977364795,2.97498061627622,0.18193124373014882
52-1638592,2010,2011,"""9""","""""",7002785.0,39520995.0,399405.0,0.0,46923185.0,564120.0,6438665.0,39520995.0,391593.0,7812.0,0.0,0.0,40106809.0,34647809.0,4719977.0,739023.0,6816376.0,5.304206926806223,2.187479074213679,0.18996654200673901
52-1638592,2011,2012,"""9""","""""",7157581.0,43000359.0,1137632.0,0.0,51295572.0,702057.0,6455524.0,43000359.0,1114030.0,23602.0,0.0,0.0,45506908.0,37791038.0,6619987.0,1095883.0,5788664.0,6.615726074379013,4.3813082018288965,0.17738397719176702
52-1638592,2012,2013,"""9""","""""",12791035.0,45964254.0,910705.0,221229.0,59887223.0,2733616.0,10057419.0,45964254.0,910705.0,0.0,0.0,221229.0,51004912.0,44008148.0,5941588.0,1055176.0,8882311.0,2.0641097460517708,3.5974129539633934,0.17283669842380772
52-1638592,2013,2014,"""9""","""""",9271983.0,55138738.0,5324.0,1080311.0,65496356.0,4158652.0,5113331.0,55138738.0,5324.0,0.0,0.0,1080311.0,63171572.0,52887806.0,9971412.0,312354.0,2324784.0,1.6293642965677366,1.5708633421636473,0.16304576920690378
52-1638592,2014,2015,"""9""","""""",7744490.0,68874542.0,377311.0,1998204.0,78994547.0,2438225.0,5306265.0,68874542.0,377311.0,0.0,0.0,1998204.0,73227967.0,59875164.0,13013622.0,339181.0,5766580.0,2.1025699146780856,1.642253636248485,0.1614255558064284
52-1638592,2015,2016,"""9""","""""",8689572.0,79546579.0,480593.0,2023636.0,90740380.0,2808230.0,5881342.0,79546579.0,480593.0,0.0,0.0,2023636.0,87960629.0,72912064.0,14623196.0,425369.0,2779751.0,2.1895819469445263,1.2706420632163302,0.16141714579453673
52-1638592,2016,2017,"""9""","""""",9404038.0,85268708.0,414588.0,2236896.0,97324230.0,2327231.0,7076807.0,85268708.0,414588.0,0.0,0.0,2236896.0,93257226.0,75465295.0,17199464.0,592467.0,4067004.0,2.864715359534832,1.5920073243691382,0.17374803052126642
52-1638592,2017,2018,"""9""","""""",9591921.0,79205523.0,808479.0,2434114.0,92040037.0,2199900.0,7392021.0,79205523.0,808479.0,0.0,0.0,2434114.0,91588988.0,74880592.0,16219337.0,489059.0,451049.0,2.975052972025561,1.1125082255059908,0.17913834537879697
52-1638592,2018,2019,"""9""","""""",9451619.0,90377760.0,1354750.0,2557695.0,103741824.0,2245663.0,7205956.0,90377760.0,1354750.0,0.0,0.0,2557695.0,100275193.0,81687407.0,17973035.0,614751.0,3466631.0,3.54804543945472,0.8860458652102348,0.17583485284757286
52-1638592,2019,2020,"""9""","""""",10800851.0,100113307.0,877940.0,-3342526.0,108449572.0,2542876.0,8257975.0,100113307.0,877940.0,0.0,0.0,-3342526.0,106691455.0,88019765.0,18136678.0,535012.0,1758117.0,3.012812190303407,2.6930903168981644,0.17162222781193426
23-1727133,2008,2009,"""9""","""""",2373383.0,170913758.0,23144.0,0.0,173310285.0,2373383.0,0.0,170913758.0,23144.0,0.0,0.0,0.0,174212043.0,152224741.0,21678814.0,308488.0,-901758.0,0.036925795923373375,0.10732392041099581,0.24981508791132345
23-1727133,2009,2010,"""9""","""""",2393764.0,184184553.0,20411.0,0.0,186598728.0,2393764.0,0.0,184184553.0,20411.0,0.0,0.0,0.0,186058190.0,162924667.0,22798818.0,334705.0,540538.0,0.023782281401031117,0.06709343104305797,0.2650142053941515
23-1727133,2010,2011,"""9""","""""",2679381.0,193540134.0,19152.0,0.0,196238667.0,2679381.0,0.0,193540134.0,19152.0,0.0,0.0,0.0,194797985.0,171279217.0,23176648.0,342120.0,1440682.0,0.1147514298381526,0.34018549278576926,0.26070451613539775
23-1727133,2011,2012,"""9""","""""",2743310.0,218349142.0,41387.0,0.0,221133839.0,2743310.0,0.0,218349142.0,15467.0,25920.0,0.0,0.0,215228700.0,185421856.0,29462904.0,343940.0,5905139.0,0.1610378886499357,0.3921089953019304,0.24764518288994142
23-1727133,2012,2013,"""9""","""""",2920506.0,227119574.0,34668.0,0.0,230074748.0,2920506.0,0.0,227119574.0,13462.0,21206.0,0.0,0.0,229463080.0,200047791.0,29010881.0,404408.0,611668.0,0.03046990585218747,0.07190729135162435,0.24033250087471034
23-1727133,2013,2014,"""9""","""""",2572062.0,239393817.0,202750.0,0.0,242168629.0,2572062.0,0.0,239393817.0,20747.0,182003.0,0.0,0.0,242372053.0,212350072.0,29661932.0,360049.0,-203424.0,0.034049575769412664,0.07515220674578255,0.256045393341282
23-1727133,2014,2015,"""9""","""""",3063521.0,252826096.0,-15831.0,0.0,255873786.0,3063521.0,0.0,252826096.0,24146.0,-39977.0,0.0,0.0,255114830.0,224800120.0,29930841.0,383869.0,758956.0,0.12168992167910042,0.2903938011011577,0.24725586193818724
23-1727133,2015,2016,"""9""","""""",2054063.0,253970748.0,81150.0,0.0,256105961.0,2054063.0,0.0,253970748.0,61404.0,19746.0,0.0,0.0,257114690.0,224940528.0,31847974.0,326188.0,-1008729.0,0.12450193298592324,0.10922861096866449,0.22432441978540177
23-1727133,2016,2017,"""9""","""""",2609940.0,258164419.0,332723.0,0.0,261107082.0,2609940.0,0.0,258164419.0,338920.0,-6197.0,0.0,0.0,261452967.0,229244482.0,31745347.0,463138.0,-345885.0,0.1715565205652232,0.1610418076589061,0.2557563269375043
23-1727133,2017,2018,"""9""","""""",2833375.0,251667384.0,273739.0,0.0,254774498.0,2833375.0,0.0,251667384.0,342519.0,-68780.0,0.0,0.0,254603394.0,222810808.0,31232856.0,559730.0,171104.0,0.25173316112274363,0.3099446329176872,0.23970125571504075
